"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5080358";"";"None";"461.44";"0";"3.05";"190";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C3(O)COC3)cc(C(F)(F)F)n2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.17";"0.29";"3.95";"6.85";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5075293";"";"None";"365.44";"0";"2.34";"202";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cccc(CCO)n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"17.85";"0.33";"4.18";"7.02";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5076757";"";"None";"420.52";"0";"3.13";"204";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(N[C@@H]3CC[C@H](O)C3)ccn2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.27";"0.26";"2.87";"5.72";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5078242";"";"None";"462.55";"0";"2.79";"231";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CCC(O)C3(C)C)ccn2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"12.97";"0.24";"3.21";"5.30";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5085664";"";"None";"418.39";"0";"4.48";"281";"CC(Cc1nncn1C)c1cc(F)cc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.73";"0.32";"2.52";"13.72";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5087087";"";"None";"502.50";"1";"3.03";"220";"CC(Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CC[C@H](O)C3)cc(C(F)(F)F)n2)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5086915";"";"None";"561.57";"0";"2.37";"230";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CC[C@@](C)(N)C3)ccn2)c1.O=C(O)C(F)(F)F";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.34";"0.23";"3.15";"4.64";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5076510";"";"None";"421.51";"0";"1.76";"244";"CNCCNC(=O)c1ccnc(C(=O)Nc2cccc([C@H](C)Cc3nncn3C)c2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.23";"0.26";"4.24";"5.27";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5071626";"";"None";"471.56";"0";"3.02";"278";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc(C(=O)N4CC(O)C4)cc3C3CC3)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079361";"";"None";"411.46";"0";"4.54";"286";"Cc1ccc(C(=O)Nc2cccc(C(C)C(F)(F)c3nncn3C)c2)nc1C1CC1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.01";"0.32";"2.46";"9.63";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5085811";"";"None";"447.46";"0";"4.05";"320";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(C)(C)O)cc(C(F)(F)F)n2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.64";"0.30";"2.95";"7.53";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5090060";"";"None";"375.44";"0";"2.76";"329";"Cc1cc(C(=O)Nc2cccc([C@H](C)Cc3nncn3C)c2)nc2ccnn12";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.64";"0.34";"4.24";"7.78";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5089798";"";"None";"379.49";"0";"4.11";"334";"Cc1cc(C(=O)Nc2cccc([C@H](C)Cc3nncs3)c2)nc(C2CC2)n1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.45";"0.35";"2.89";"8.68";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5077784";"";"None";"456.43";"0";"3.47";"335";"Cn1cnnc1CC1(c2cccc(NC(=O)c3nc4c(C(F)(F)F)cccc4[nH]3)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5090846";"";"None";"430.43";"0";"4.02";"344";"Cc1cc(C(=O)Nc2cccc([C@@](C)(F)C(F)(F)c3nncn3C)c2)nc(C2CC2)n1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.26";"0.31";"2.98";"8.18";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5092603";"";"None";"486.50";"0";"3.94";"349";"C[C@H](Cc1nncn1C)c1cc(NC2(C)COC2)nc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"13.40";"0.25";"2.58";"7.66";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5089405";"";"None";"505.49";"1";"4.79";"402";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc(CN4CC(F)(F)C4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5082925";"";"None";"543.57";"1";"4.61";"413";"C[C@H](c1cc2c(c(C(F)(F)F)c1)CN(c1cccc(C3(Cc4nncn4C)COC3)c1)C2=O)N1CC[C@H](F)C1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5086746";"";"None";"538.50";"1";"4.38";"442";"Cn1cnnc1C(F)(F)[C@](C)(F)c1cccc(N2Cc3c(cc(N4CCNCC4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5082495";"";"None";"573.49";"2";"5.81";"448";"Cn1cnnc1C(F)(F)[C@](C)(F)c1cccc(N2Cc3c(cc(CN4CCC(F)(F)C4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5084790";"";"None";"566.50";"2";"5.19";"465";"C[C@H](CC1=NN=CC1C(F)(F)F)c1cccc(N2Cc3c(cc(C(=O)N4CC[C@H](O)C4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5093480";"";"None";"513.54";"2";"5.37";"466";"CC(c1cc2c(c(C(F)(F)F)c1)CN(c1cccc([C@H]3C[C@H]3c3nncn3C)c1)C2=O)N1CC[C@H](F)C1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5088340";"";"None";"454.37";"0";"4.88";"471b";"Cn1cnnc1C[C@@H](c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1)C(F)(F)F";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.15";"0.24";"0.64";"10.82";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5091382";"";"None";"418.39";"0";"4.81";"474a";"C[C@@H](c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1)[C@@H](F)c1nncn1C";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5075626";"";"None";"393.52";"0";"4.50";"53";"Cc1cnc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)cc1C1CC1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"14.03";"0.27";"1.02";"7.60";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5090534";"";"None";"421.45";"0";"4.64";"65";"Cc1cc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)nc(C(F)(F)F)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5070499";"";"None";"437.45";"0";"4.34";"71";"COc1cc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)nc(C(F)(F)F)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.00";"0.32";"2.66";"8.54";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079579";"";"None";"371.44";"0";"3.79";"87";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cccc(CF)n2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"16.15";"0.32";"2.21";"8.25";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5077934";"";"None";"448.47";"0";"4.61";"104";"C[C@H](Sc1nncn1C)c1ccnc(NC(=O)c2cc(C3CC3)cc(C(F)(F)F)n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"14.54";"0.29";"1.91";"7.62";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5094363";"";"None";"458.47";"0";"4.88";"111";"C[C@H](Sc1nncn1C)c1ccnc(NC(=O)c2cc(C(F)(F)F)c3ccccc3n2)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.05";"0.24";"0.64";"6.45";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5093305";"";"None";"442.85";"0";"4.38";"114";"C[C@H](Sc1nncn1C)c1ccnc(NC(=O)c2cc(C(F)(F)F)c(Cl)cn2)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.47";"0.26";"1.14";"6.45";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
